File_Name,Text_Content,Annotator_1,Annotator_2,Annotator_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_77,"             In the year following the Supreme Court Dobbs decision, the abortion landscape in the United States became more fractured than ever.                   Abortions increased nationwide, according to a new report from #WeCount, a research project led by the Society of Family Planning  the average monthly change in the 12 months post-Dobbs compared to the two months pre-Dobbs adds up to about 2,200 more abortions over the course of a year.        See where abortions are banned and legal  and where its still in limbo               But the trends diverged sharply based on state policy, with abortions all but stopped in states with bans and significant increases in many states where abortion remained legal.                   There were about 115,000 fewer abortions in the 17 states with total or six-week bans in effect, plummeting 98% in banned states and dropping 40% in those with 6-week gestational limits, according to the new report. About a third of the overall decline can be attributed to Texas.                   The remaining 33 states where abortion remained legal, along with the District of Columbia, recorded nearly 117,000 more abortions  a 14% increase year-over-year.                   This is a sign of increasing inequality of access, said Caitlin Myers, a ?professor of economics at Middlebury College. Her research has focused on abortion trends, but she was not involved in the new analysis.                   Whether somebody who wants to access abortion can actually do so depends more than ever on where they live, she said.                   The #WeCount analysis tracks both procedural and medication abortions through data reported by providers, but it does not account for self-managed abortions such as those received through Aid Access that are not obtained within the formal US health care system.                   Much of the increase in states where abortion remains legal were among patients who traveled from states with bans or restrictions, experts say. The new report doesnt capture how widespread the need to travel for an abortion has become, but local data suggests a clear trend.                   There were 21,500 more abortions in Illinois in the year after the Dobbs decision, more than any other state, according to the new report. Nearly a quarter of patients that went to Planned Parenthood Illinois traveled from another state in that time, according to the organization  up from 7% before the Supreme Court decision. And Planned Parenthood of the Rocky Mountains says that 90% of the increase theyve seen has been among out-of-state patients.                   Providers in Florida reported the third most abortions overall and the second largest increase, according to the new report. And more than 5,000 people have traveled from out-of-state to receive an abortion in Florida so far this year, according to data from the state health department  already more than in all of 2021.                   Abortion in the conservative state is currently legal but in limbo as the states Supreme Court weighs a challenge to restrict it. The situation there highlights the massive consequences that ongoing uncertainty threatens, experts say.                   Florida going dark would reverberate through the South and dramatically increase driving distances, Myers said. Displaced patients from within the state and others who relied on the clinics there would likely head north for care, and the flood of patients could create congestion in places like North Carolina or even Virginia, she said.                   Earlier research has shown that travel is a significant barrier. And even if additional resources help reduce the burden on patients, it shouldn??t be the gauge of success, experts say.        What is mifepristone, the drug at the heart of the Texas medication abortion lawsuit?               ??It??s really not a public health triumph that people have to mobilize the financial and social resources to travel, sometimes hundreds of miles away f",,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_78,"             We didnt know if she was going to live or die, said Novaks husband, Stewart Day.                   Novak had a miscarriage in March and was prescribed only one of the pills in a two-pill combination approved by the US Food and Drug Administration for women in her situation.?Although the medication she took, called misoprostol, can help a woman have a complete and safe miscarriage, its not approved by the FDA to do so, and studies show that its less effective than when used in combination with the second drug, mifepristone.        How a medication abortion, also known as an abortion pill, works               Plaintiffs in the lawsuit are seeking to ban access nationwide to mifepristone. If they are successful, more women who need medication for miscarriage care will, like Novak, take only misoprostol.                   Obstetricians are very worried, said Dr. Erika Werner, a spokesperson for the Society for Maternal-Fetal Medicine. The concern is that if medication for miscarriage doesnt work, patients will end up having surgeries they hadnt anticipated.                   More women are going to have unnecessary surgeries. More women are going to have complications, said Werner, who is also chair of obstetrics and gynecology at Tufts Medical Center.                   At a hearing this month, a three-judge panel on the US 5th Circuit Court of Appeals showed sympathy for the arguments put forward by the plaintiffs, anti-abortion physicians and groups who?are challenging the FDAs approval of mifepristone 23 years ago.                   A decision from the circuit court is expected in the coming weeks, and the case will eventually head to the US Supreme Court.                   Dr. Christina Francis, chief executive officer of the American Association of Pro-Life Obstetricians and Gynecologists, one of the plaintiffs in the case, told CNN that medical management of miscarriage with misoprostol has been standard of care for decades.                   It is vital that patients being treated with misoprostol for miscarriage management have a close follow-up scheduled to ensure that they have completely passed all pregnancy tissue and to determine whether additional treatment is needed. Women deserve the highest quality of reproductive healthcare, especially when faced with a situation as emotionally and physically traumatic as miscarriage, Francis added.       A New Years Eve kiss               Melissa Novak first spotted Stewart Day when he was standing at a beer cart at a New Years Eve festival in Fort Lauderdale in 2007.                   I saw him, and I was like, hes very attractive, and I tried to do a little dance to see if he would?check me out, and he did a little bit, Novak said.                   Three hours later, her friends asked her whom shed be kissing at midnight, and she remembered the cute guy at the beer cart and found him again.                   We kissed on New Years, and we havent been separate since, said Novak, now 39.                   We havent stopped talking, added Day, now 42.                   Novak, a social worker and sex therapist, and Day, an accountant, married on New Years Day three years later and, after a move to Chicago, settled in Atlanta.                   They were thrilled this year when they found out Novak was pregnant. Day, who always wanted a big family, ran to the store at all hours to get his wife soup, her only craving. They started to think about which room in their home theyd convert into a nursery and how they would decorate it.                   Their obstetrician scheduled an ultrasound at eight weeks.                   That was my first time in an ultrasound room, and the technician got it all set up and then just kind of looked at Melissa, and you could just kind of feel the mood in the room just sort of deflate, Day remembers.                   The ultrasound showed that the fetus had no heartbeat. Novak had had an early miscarriage.       Studies show advantages of drug combination               Early miscarriages are common, according to the American College of Obstetricians and Gynecologists, which estimates that 10% of all clinically recognized pregnancies end in an early loss. After a fetus dies, its common for patients to need medical help to clear the tissue  sometimes referred to as terminating a pregnancy.                   Several studies have shown that the combination of mifepristone and misoprostol is more effective at terminating an early pregnancy than misoprostol alone.        The future of medication abortion in the US is uncertain. These women say theyre glad they got sterilized               One report looked at several studies and concluded that the combination of mifepristone and misoprostol was 95% to 98% effective. That report was published in 2006 in the journal Contraception.                   Another report detailed studies on a total of 12,829 people who received only misoprostol, and in 78% of the cases, the pregnancy was terminated completely without the use of surgery or additional medicine.?The authors of the study, published this year in Contraception, noted that this was a substantially lower proportion than the approximately 95% expected after the use of mifepristone and misoprostol together.                   Another study was a clinical trial in which doctors in the US randomly assigned 300 women with an early pregnancy loss to receive misoprostol either alone or in combination with mifepristone. Among those receiving the combination, 84% had a complete expulsion of the pregnancy, and among those receiving misoprostol only, 67% had a complete expulsion.                   The authors, writing in 2018 in the New England Journal of Medicine, concluded that the drug combination resulted in a higher likelihood of successful management of first-trimester pregnancy loss than treatment with misoprostol alone.                   Francis, the anti-abortion activist and plaintiff in the federal litigation, pointed to another study in NEJM, also a clinical trial, that found that of 491 women who received misoprostol alone after early pregnancy failure, 84% had complete expulsion within eight days.       How in 2023 can this happen to us?               When Novak had her miscarriage in March, she says, her obstetrician explained her options: have surgery, called a D&C, to remove the pregnancy or use medication to help the miscarriage along.                   Novak chose to have medication, and her doctor prescribed misoprostol  alone, not in combination with mifepristone.        How safe is the abortion pill compared with other common drugs               Nine days after taking the medicine, Novak spiked a fever.                   Thinking she had just caught a cold from her nephews, Novak took Advil, felt better, got in her car and went out on errands.                   Two hours later, while driving, she felt her fever go up and had intense back pain.                   ??I knew I was crashing,?? she said. ??I had neve",,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_79,"             What they both wanted for their lives, what their boundaries were with contraception and what they would do if faced with an unintended pregnancy were all things the 21-year-old started talking about early and continues discussing with her partner.                   For many couples, those conversations are taking on a bigger importance, given the US Supreme Court ruling overturning Roe v. Wade and the federal protection to abortion access that came with it. Some people may feel that talking about sex, protection and unplanned pregnancy is more important now than ever, said Kristen Mark, a sex and relationships researcher and professor in family medicine and community health at the University of Minnesota Medical Schools Institute for Sexual and Gender Health in Minneapolis.         Women share how access to abortion impacted their lives -- whether they chose one or not               People need to understand that in many states their options may be limited practically overnight or, if not overnight, then within weeks or months, said Debby Herbenick, director of Indiana University Bloomingtons Center for Sexual Health Promotion. She is also a professor at IUs School of Public Health.                   Depending on the state, the loss or potential loss of access to abortion may have some people rethinking what they need in a partner and under what circumstances they are comfortable having sex, said Julia Bennett, director of digital education and learning strategy for Planned Parenthood Federation of America.                   Fortunately, the teens and young adults Chicago-based therapist John Duffy works with are already more comfortable than the generations before them talking about sexual health and protection. Whether or not they are already in a sexual relationship, many of them are talking with partners, friends, groups and communities about both the politics and logistics of safe sex, he said.                    In the wake of the decision and some state laws against abortion that have already gone into effect, experts are urging people to have direct conversations early on about what it means for a couple in any kind of intimate relationship.                   A generation ago, when a person found out they were unintentionally pregnant, the question that followed was what is she going to do? said therapist Duffy. Today, more than ever, its becoming, what are we going to do? he said.                   While the conversation can feel taboo or scary, knowing what your partners concerns and requirements are in the event of an unintended pregnancy is important to ensure you are supporting one another in creating a safe environment for you both, he said.        In her 'SNL' skit, Cecily Strong opened a dialogue on abortion. Here is what experts say                Ideally, were prepared as opposed to reacting, Duffy said. If youre in a state where this is enacted and you might not have a lot of financial resources or the ability to get out of state, the best move is to have that discussion beforehand.                   Overturning Roe v. Wade may be adding stress and anxiety for some people that makes it difficult to have a safe, healthy and pleasurable sex life, Bennett said.                    Having these conversations can help those people decide if they feel comfortable moving forward sexually or if the partnership is not worth the risk of pregnancy, Duffy said.                    A super common issue that arises within relationships, casual or long-term, is lack of communication, Mark said in an email. Approaching conversations about sex can be really difficult due to the stigma our society places on sex and the lack of guidance provided through our incredibly limited access to medically accurate and comprehensive sex education. But it is totally necessary.       Sign up for CNNs Stress, But Less newsletter. Our six-part mindfulness guide will inform and inspire you to reduce stress while learning how to harness it.               Whether couples are thinking about having sex or already are and have a casual or intimate relationship, Duffy recommended having conversations about contraception and abortion  and having them early.                   When it comes to communication, being honest and direct about your boundaries and your feelings is a really good place to start off, Bennett said.         Amazon and Rite Aid limiting purchases of emergency contraception               You can talk about how the decision is affecting your mental health and how it might affect your decision-making around sex, she added.                    One way in could be to start by talking about what your access to reproductive health care looks like together, Marks said.                   ??Have a plan for if an unintended pregnancy does happen. Talk about where you would go or what you would do,?? she said.                   That plan can include cost, travel and time off work if you were to choose to seek an abortion, Herbenick said.                    It??s a good opportunity to feel out a partner, Duffy said. Many people value similar belief systems in a way similar to how they view physical attractiveness or intelligence. You may not know exactly how you would react if you were ",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_80,"             Senate Democratic candidates immediately tried to link their Republican opponents to Grahams bill, but the South Carolina Republican defended his legislation as a bulwark against late-term abortions.                   I think the Democrats made a huge mistake in introducing legislation in Washington that would basically allow abortion up to the moment of birth, Graham told CNN. Now we have an alternative to that.                   The courts decision in June set off a nationwide scramble to define the legal rights to an abortion, after it found nearly 50 years ago a constitutional right to it.         Abortion is banned or severely limited in a number of states. Here's where things stand               In May, the Senate failed to advance a Democratic bill establishing a federal right to terminate a pregnancy until fetal viability, or later if theres a risk to the pregnant patients life or health. (Fetal viability occurs around 22 to 24 weeks into a pregnancy.) Grahams bill, which has no chance of passing in a Democratic-controlled Senate, provides exceptions for abortions required to protect the life of the mother, and if the woman becomes pregnant through rape or incest.                   Senate Republicans were slow on Tuesday to embrace Grahams plan.                   Ill look at it, said Florida Sen. Rick Scott, who chairs the Senate GOP campaign committee.                   Wisconsin Sen. Ron Johnson, who is in a tough reelection race, would not directly answer when asked if he backs Grahams bill. Johnson said abortion laws should be decided by we the people in the 50 states. The Supreme Courts decision resurrected Wisconsins abortion ban, which was passed in 1849.        New Hampshire's GOP primary will complete the Senate battleground map               South Dakota Sen. John Thune, the GOP Whip, defended the new legislation, saying it will give GOP candidates a place to land as they get hammered by Democrats on the issue. He said most Republicans favor abortion restrictions, not an outright ban. Thune told CNN he supported the 15-week ban.                   I would expect there would be pretty good support for that among, you know, pro-life Republicans and maybe some pro-life Democrats, Thune said.                    I also think that because the Democrats have tried to convert this into a one-sided argument that represents their singular view of the world, which is all Republicans are for an outright ban, Thune added. I think this changes that narrative and gives candidates a place to be for something that reflects their views and doesnt fit the Democrats narrative.                   But Texas Sen. John Cornyn, a member of GOP leadership, had a different view of Grahams bill.                    I think there are going to be some differences of opinion, said Cornyn. My preference is to have each state handle those issues.                   Asked why he thought Graham put forward the legislation, Cornyn responded, Ask Sen. Graham.                   North Carolina Sen. Thom Tillis said he wanted to focus on inflation  the Consumer Price Index jumped 8.3% from August 2021 to last month even as gas prices decreased  and a potential strike by railroad workers.                   Thats what we ought to be focusing on, Tillis added.                   And Wyoming Sen. John Barrasso, a third GOP member of leadership, said he supported Grahams previous anti-abortion proposals, but would not answer directly when asked if it was politically advantageous for the GOP to be introducing such a bill before the midterm elections.        This lingering issue isn't going away for John Fetterman               The division within the Senate Republican conference in Washington extended to the campaign trail. Herschel Walker, Georgia??s GOP Sen",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_81,"             State Sen. Ben Hansen introduced the amendment earlier this week to a bill that would ban all gender-altering procedures for individuals under the age of 19, also known as the Let Them Grow Act.                    Hansens amendment, which seeks to ban abortions after 12 weeks, includes exceptions in cases of sexual assault, incest and medical emergencies.                    Under the states constitution, legislation proposed in Nebraska is required to be limited to a single topic.                    But supporters argued that since both issues were related to medical procedures, the proposed legislation didnt break the single subject rule and could pass, CNN affiliate KOLN reported.                   Democratic state Sen. George Dungan disagreed, telling KOLN, The only two things that I see that these bills have in common is the government standing between a doctor and patients, and I oppose that in pretty much every concept.                   Hansen told CNN that the amendment was based on a compromise after the previous abortion legislation stalled in the legislature.                   It definitely has the possibility of gaining more support, and so far its indicated that already. We feel pretty confident in the process that we have an ability to kind of get this through,?? Hansen said.                    ??A ban is a ban, plain and simple. Whether it be a ban on gender-affirming care, or a ban on abortion. The goal is to take away people??s power over their lives and their futures,?? Planned Parenthood Advocates of Nebraska said in a tweet.                   Last month, LB626, or ??The Heartbeat Act,?? which would have banned most abortions after six weeks, stalled in the legislature after a vote to overcome a filibuster failed to reach a two-thirds majority. Republican state Sen. Merv Riepe, a cosigner to the bill, had proposed an amendment to move the ban to 12 weeks instead of six weeks, but his amendment did not receive a vote.                   Nebras",,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_82,"             After a night out, a coworker had brought her to her home and raped her, an experience that came to haunt  her when they would run into one another in the casino where they worked.                   Now  as a result of that attack  she was pregnant.                   Blakely had an abortion. She knew the decision was right for her at the time and, she felt, was reinforced as she went through trauma treatment for her attack  and as the man continued to stalk her, sending flowers and showing up at her house.                    If I didnt have access to an abortion in 2017, I would not be here right now. I was going through so much emotional turmoil, Blakely said. I couldnt imagine carrying my rapists child to term.        Why overturning Roe v. Wade would be a disaster for conservatives                She is one of many people who are intently watching the outcome of a United States Supreme Court hearing over access to abortion; oral arguments began Wednesday. The justices are being asked to uphold a Mississippi ban on abortions after 15 weeks. The courts decision could overturn Roe v. Wade, the 1973 landmark decision legalizing abortion nationwide prior to viability, which can occur at around 24 weeks of pregnancy.                   Not every abortion comes out of a traumatic attack, but Blakely said it makes her angry to think about people not being able to make their own decisions about carrying a pregnancy.                    As lawyers go before the Supreme Court, women who have sat with the decision shared with CNN what access to abortion meant to them  both in times they chose to do it and times they did not.                    After Megan Jeyifo had an abortion, she remembers taking a taxi home by herself, putting on her gray sweats, lying down in her bed and feeling relief wash over her.                   At the time she was 16 years old, had just lost a parent and knew then she was not ready to have a child.                    My abortion was something I knew I wanted the minute I found out I was pregnant, Jeyifo said. It took me some time to figure out how to actually make it happen.       Planned Parenthood offers sexual health care across the US.My Choice Network can help locate a clinic near you.For pregnant people who are looking for health and financial help, the US Department of Health and Human Services has gathered resources.               She said she was raised in a family that was pro-choice, but the stigma around abortion and teenage pregnancy left her worried that she would not be supported. As a result, she navigated the process of getting an abortion on her own.                   There are young women who get pregnant unexpectedly and can raise children and want to do it, Jeyifo said. Now that she is a mother, though, she sees even more clearly what she saw then: how difficult lack of support resources makes choosing to be a teenage mother.                    I feel such relief now, when I look at my life and I look at my children, that I was able to get that abortion because my life would look really different now, Jeyifo said.                    Kenya Martin now calls her 21-year-old daughter her broke best friend and thinks she is perfect, but she is also transparent with her adult child that there was a time she heavily considered not going through with her pregnancy.                    Having access to abortion really enabled me to be a better parent, Martin said. When its time for her to be safe with making these important life decisions, she can do that without feeling like shes forced to.                   She knows that shes supported in whatever her choice is.        I almost died trying to get an abortion. I'm terrified my students could face a similar fate               Martin was in college and had just started seeing someone when she got pregnant with her daughter. She turned to her parents to discuss her options when it came to whether to go through with the pregnancy.                    Having children had been in her vision for her future, but she was worried that she did not know the man she would be raising a child with well enough and that, having to drop out of college to have the baby, it might not be the most financially stable time in her life to bring in a child.                   ??Motherhood was really dark in the beginning,?? Martin said. ??I didn??t really fu",,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_83,"             The bills advance, which still needs to pass the states GOP-led House, comes one year after Gov. Ron DeSantis signed a 15-week ban into law. The new legislation likely further burnishes the conservative credentials of DeSantis, a potential 2024 presidential candidate, and it was met with outrage by state Democrats, two of whom were arrested during a protest near the state Capitol Monday night.                   The current bill would impose restrictions on telehealth abortions and medication. It would include exemptions for women facing life-threatening harm while pregnant and victims of rape, incest and human trafficking.                    The bill targets both physicians who perform abortions and those who actively participate in them, and should the bill become law, any person who violates it could be charged with a third-degree felony.                    The Heartbeat Protection Act passed the Florida Senate in a 26-13 vote.                    A protest over the bill near the state Capitol resulted in the arrests of 11 people who were charged with trespassing after a warning, Tallahassee police said. Florida Democrats said state party Chairwoman Nikki Fried and Florida Senate Minority Leader Lauren Book were among them.                   ??As the Democratic leader in the Florida Senate, it??s my job to a lead this incredible group of 11 Democrats, other than myself, to fight against these extreme policies,?? Book told CNN on Wednesday. ??Women will die as a consequence of this piece of policy.??        ",,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_84,"             They were furious that the laws meant they never got to kiss or cuddle their daughter, Willow Rose, or tell her goodbye, Heather said.                   Well never know what her face looked like. Well never know what it was like to hold her in her arms, she said. Were grieving someone that weve never seen.        One year after Dobbs decision, families describe terror, trauma and putting pain to purpose               The familys ordeal started in April, when Heather was nearly five months pregnant and they found out their daughter was missing a major part of the brain, a condition called anencephaly. They say their doctors told them she would either be stillborn or die very quickly after birth.                   The Maberrys wanted to terminate the pregnancy, but a near-complete abortion ban in their state doesnt have exceptions for birth defects  even severe ones like anencephaly.                   The Maberrys went out of state to end the pregnancy, but their insurance, Kentucky Medicaid, wouldnt pay for it. They wanted to induce birth so they could hold Willow, but that wouldve cost them tens of thousands of dollars. Instead, they had to settle for a much less expensive surgical procedure  but that procedure does not leave the fetus intact.                   Were grieving pictures, Heather said. Were grieving a blanket.                   Still distraught after his daughters death, Nick sleeps with Willows blanket and has not been able to return to his job as a factory worker.                   I was devastated, he said.                   The Maberrys said theyre speaking publicly about their experience in the hopes that their state legislators will listen and revise abortion laws.                   Heather wants to protect her three daughters - Madison, 13, Aubrie, 12, and Hadlei, 6  when they grow up.                   I dont want my kids to go through what I went through. It just isnt right, she said.                   CNN reached out to three sponsors of Kentucky abortion laws to ask why fatal fetal anomalies arent an exception to the current laws. None of them responded.                   Nick and Heather knew each other in high school in Stanton, Kentucky, and then met again years later through mutual friends. They married in March 2022 and settled in their hometown.                   Nick, now 34, had four children of his own and Heather, now 32, had three. They wanted a baby together, and she became pregnant, only to miscarry in October.                   On December 23, they found out Heather was pregnant again. They considered it our early Christmas present and proudly displayed four positive pregnancy tests in a Facebook picture few days later.                   Please keep our little bean in your prayers as we wait for our first Doctor appointment, Heather wrote. Everything seems to be going good so far. The girls and us are so excited.                   Struck with hyperemesis gravidarum  severe nausea and vomiting during pregnancy  Heather was so sick that she had to stop working as a substitute teacher and was hospitalized for several days.                   I was in the bed all the time, Heather said. Id get maybe one good day out of the week and then the rest of the week would be awful.                   It became difficult to care for her children.                   But then she wrote she got to hear our little babys heartbeat, which was the most precious gift I could have received.                   Still, the hyperemesis was overwhelming.                   This is pure HELL!!! she wrote on Facebook.                   Then came the anencephaly diagnosis in April, when Heather was 20 weeks pregnant.                   ??Please keep Nick, me, and our girls in your prayers. We just received the worst news about our baby girl,?? she wrote on Facebook and included an ultrasound image. ??This is our baby girl, Willow Rose. We love you so very much!!!?? She added three emojis: a heart, a rose and a crying face.        Abortion is ancient history: Long before Roe, women terminated pregnancies               Heather??s obstetrician referred them to maternal-fetal medicine specialists at the University of Kentucky, 45 minutes away in Lexington. A report from there the following week laid it out in stark terms: ??Anencephaly was confirmed.??                   ??It was just like a kick in the stomach,?? Heather said.                   The prognosis for a baby with anencephaly is dire. The National Institut",,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_85,"             Since the Supreme Court reversed Roe v. Wade in June, promising strategies have emerged to protect abortion rights in individual states. Some have begun to pass ballot initiatives to preserve or create state constitutional protection. Others have looked to legislatures to shield doctors and those who help people seeking abortion from potential consequences in conservative states.                     These wins are hardly a silver bullet: not all states allow ballot initiatives and there are any number of states where majorities of voters seem to support abortion rights but are governed by legislators who want to ban the procedurea result of deep partisan divides, gerrymandering and limits on access to the vote.                     Just the same, supporters of abortion rights have made the most of the best strategies available to them, bolstered by the fact that most Americans support at least some access to legal abortion.                   This is, in part, why antiabortion groups have gotten creative and developed new strategies to cut off access to abortion, even in states where voting majorities have already chosen to guarantee it. An obvious target is abortion pills, which now account for more than half the procedures in the United States.          Opinion: What the FDA's moves on abortion pills mean for the future               But the latest approach by abortion opponents to disrupt access in blue states is an archaic law: the Comstock Act, passed in 1873 mainly to target what Anthony Comstock, an anti-vice crusader, viewed as dirty books. Comstock, who was made a special agent of the US Postal Service, was obsessed by what he saw as the decaying morals of a country preoccupied with sex.                     The law he inspired barred not just the mailing of obscene books but also birth control and abortion drugs and devices. In the 19th and early 20th centuries, the Comstock Act was used to prohibit the mailing of many literary classics, from Geoffrey Chaucers The Canterbury Tales to works by James Joyce and Walt Whitman.                    Comstock himself proudly carried a gun and scoured the mail for cases involving information about abortion or contraception, even if a doctor provided it. By Comstocks standard, the law was a great success: he claimed to have destroyed 15 tons of books, arrested more than 4,000 people and driven at least 15 people to suicide.                    But by the time Comstock died in 1915, Americans were having second thoughts about his crusade and courts started to limit the application of the law. Judges suggested that there were lawful uses of some drugs, like contraceptives, and that the Comstock Act applied only to those who intended to violate the law. That meant that doctors validly prescribing certain medications might be exempt from the Comstock Act, as would patients acting under a physicians advice.                    Some members of the antiabortion movement are pushing for a comeback for the Comstock Act, fighting for local ordinances that assert an obligation to follow federal law, including the Comstock Act.                    The Alliance Defending Freedom (ADF), a socially conservative group, has filed a lawsuit in Texas that hinges on application of Comstocks law. These groups suggest that the Comstock Act applies far more broadlyto the mailing of any abortion pill, to anyone, anywhere. They question the interpretation of the law offered by courts  since the 1910sand stress that this interpretation only ever applied to birth control, not abortion drugs.         Opinion: On the 50th anniversary of Roe v. Wade, I can't stop thinking about how abortion changed my life               While the Department of Justice under the Biden administration has already rejected this argument, that seems unlikely to dissuade antiabortion groups. Their hope is surely to bring their arguments about the Comstock Act to conservative judges??and ultimately, to the conservative supermajority of the US Supreme Court.                   The goal for many leaders of the antiabortion movement in the US is a national ban on abortion??preferably, one that recognizes the personhood of the fetus and establishes that abortion itself is unconstitutional. Given the Supreme Court??s composition, this kind of personhood argument may eventually capture the support of the justices, but likely not anytime soon.                    Justice Brett Kavanaugh, who holds one of the definitive votes in abortion cases, wrote this sum",,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_86,"             On September 18, Planned Parenthoods Water Street Health Center in Milwaukee and Madison East Health Center in Madison will again offer abortion care, Tanya Atkinson, president and CEO of Planned Parenthood of Wisconsin, said in a video posted on social media.                    A ruling by the Dane County Circuit Court in July made it clear that the 1849 law is not enforceable for voluntary abortions, Atkinson said. In consultation with attorneys, physicians, partners and stakeholders, Planned Parenthood Wisconsin is confident in our decision to resume abortion care in Wisconsin.        See where abortions are banned and legal  and where it's still in limbo               Planned Parenthood of Wisconsin suspended abortion care last year after the US Supreme Court overturned Roe v. Wade due to uncertainty around the enforceability of a 1849 state law that prohibited the procedure. Thirteen other states have banned or severely restricted access to abortion procedures since that 2022 ruling.                    Wisconsins 1849 abortion law says, ??Any person, other than the mother, who intentionally destroys the life of an unborn child is guilty of a Class H felony,?? which is punishable by up to six years in prison and a $10,000 fine. It also says anyone who causes the death of the mother or ??intentionally destroys the life?? of an ??unborn quick child?? would face a Class E felony, which is punishable by up to 15 years in prison and a $50,000 fine. The law would not apply to the mother and makes exceptions for abortions necessary for the pregnant ",,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_87,"             In one of the most high-profile abortion cases since the fall of Roe V. Wade, a Texas woman has been battling the state to terminate her high-risk pregnancy  a legal dispute that could have ripple effects for many as the Texas law, one of the strictest in the country, is tested.                   Kate Cox, a 31-year-old mother of two, filed a lawsuit last week to end a pregnancy she and her doctors say threatens her life and future fertility.  The case triggered a tense legal battle with the eyes of the country watching. The Texas Supreme Court ruled against her on Monday after she left the state to pursue the procedure.                   The lawsuit is believed to be one of the first attempts in the country by someone seeking a court-ordered abortion since the Supreme Court?last year overturned Roe v. Wade, according to?the New York Times. The 1973 US Supreme Court ruling established a constitutional right to abortion before fetal viability.                   Heres what we know so far about Cox  and what her case reveals about the state of abortion law in a post-Roe America.                   Coxs name came into the public sphere when she filed a lawsuit against the state of Texas on December 5, asking a court to declare she has the right to terminate her pregnancy.                   Cox was 20 weeks pregnant when she sued. Her fetus had been diagnosed with a rare and deadly genetic condition called trisomy 18.        Post-Roe, nearly 1 in 5 people seeking an abortion traveled out of state, analysis finds               Im trying to do what is best for my baby daughter and myself and my family, but we are suffering because of the laws in Texas, Cox wrote in an op-ed for the Dallas Morning News about her abortion fight. I do not want my baby to arrive in this world only to watch her suffer.                   I need to end my pregnancy now so that I have the best chance for my health, for parenting my children, and for a future pregnancy, she added.                   Trisomy 18, sometimes called Edwards syndrome, is a rare chromosomal condition that can cause heart defects and other organ abnormalities. Almost all pregnancies end in miscarriage or stillbirth, according to the Cleveland Clinic. Of the babies that do survive full-term, no more than 10% survive past their first birthday, says the clinic.                   The lawsuit states Cox had been to three different emergency rooms over the last month due to severe cramping and unidentifiable fluid leaks.                   Because Ms. Cox has had two prior cesarean surgeries (C-sections), continuing the pregnancy puts her at high risk for severe complications threatening her life and future fertility, including uterine rupture and hysterectomy, the lawsuit states.        See where abortions are banned and legal  and where its still in limbo               In 2021, Texas?banned abortions?after fetal cardiac activity is detected, usually around six weeks of pregnancy - before many people know they are pregnant. When the?Supreme Court overturned?federal abortion rights the following summer, a trigger law came into effect, essentially blocking all abortions other than those when the mother is at risk of death or poses a serious risk of substantial impairment of a major bodily function unless the abortion is performed or induced.                   In addition to criminalizing abortions, Texas also allows private citizens to file a civil lawsuit against anyone who knowingly aids or abets an abortion.                   What exactly is necessary to protect the life of the mother is the key area of contention. Cox has said despite her pain and medical problems during her pregnancy, the law is too vague to determine whether an abortion under her circumstances would be legal.                   Ms. Coxs physicians have informed her that their hands are tied and she will have to wait until her baby dies inside her or carry the pregnancy to term, at which point she will be forced to have a third C-section, only to watch her baby suffer until death, the lawsuit states.                   On December 7, a district court judge ruled Cox could legally terminate her pregnancy. In an emergency ruling, the judge granted a temporary restraining order against the state that would allow Cox to immediately have an abortion.                   The idea that Mrs. Cox wants desperately to be a parent, and this law might actually cause her to lose that ability is shocking and would be a genuine miscarriage of justice, Judge Maya Guerra Gamble said in her ruling.                   After the ruling, Texas Attorney General Ken?Paxton?warned Coxs physician she could still face civil and criminal penalties at some point should Cox undergo the procedure, which could include first-degree felony prosecutions and civil penalties of at least $100,000 for each violation. Paxton petitioned for immediate intervention from the state??s supreme court, arguing Cox did not demonstrate her pregnancy was threatening her life.        In the South, looming uncertainty threatens the limited abortion access that remains               On December 8, the Texas Supreme Cour",,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
